timestamp,n_experts,top_k,batch_size,num_workers,num_epochs,learning_rate,device,train_dataset,valid_dataset,test_dataset,final_train_loss,final_train_acc,final_val_loss,final_val_acc,test_loss,test_acc
2026-01-06T18:15:08.056588,10,2,1024,1,10,0.001,cuda,PUC,PUC,camera4,7.299200640437099e-08,100.0,5.3550785195088935e-08,100.0,10.155186975773294,71.23886892673019
2026-01-06T18:15:12.689446,10,2,1024,1,10,0.001,cuda,PUC,PUC,camera5,7.299200640437099e-08,100.0,5.3550785195088935e-08,100.0,12.24027379144702,71.7610891523935
2026-01-06T18:15:17.290976,10,2,1024,1,10,0.001,cuda,PUC,PUC,camera6,7.299200640437099e-08,100.0,5.3550785195088935e-08,100.0,13.677471965001518,72.92339640055376
2026-01-06T18:15:21.986304,10,2,1024,1,10,0.001,cuda,PUC,PUC,camera7,7.299200640437099e-08,100.0,5.3550785195088935e-08,100.0,7.753559467428965,75.58784383318545
2026-01-06T18:15:27.449751,10,2,1024,1,10,0.001,cuda,PUC,PUC,camera8,7.299200640437099e-08,100.0,5.3550785195088935e-08,100.0,11.118124450614422,75.54976851851852
2026-01-06T18:15:30.094431,10,2,1024,1,10,0.001,cuda,PUC,PUC,camera9,7.299200640437099e-08,100.0,5.3550785195088935e-08,100.0,20.097220046397968,68.69983948635634
2026-01-06T18:20:13.344970,10,2,1024,1,10,0.001,cuda,PUC,PUC,PKLot,7.299200640437099e-08,100.0,5.3550785195088935e-08,100.0,3.4344542080973857,89.8481628445549
2026-01-06T18:20:43.162528,10,2,1024,1,10,0.001,cuda,PUC,PUC,CNR,7.299200640437099e-08,100.0,5.3550785195088935e-08,100.0,11.527919206435516,72.77354989189097
2026-01-06T18:26:41.468567,10,2,128,1,10,0.001,cuda,PUC,PUC,PUC,1.803637127295588e-05,100.0,3.275598851359973e-05,100.0,0.390159861991225,93.44676471948569
2026-01-06T18:27:25.043330,10,2,128,1,10,0.001,cuda,PUC,PUC,UFPR04,1.803637127295588e-05,100.0,3.275598851359973e-05,100.0,0.6568174235996178,90.88673931110904
2026-01-06T18:28:31.797278,10,2,128,1,10,0.001,cuda,PUC,PUC,UFPR05,1.803637127295588e-05,100.0,3.275598851359973e-05,100.0,4.096644901705437,63.08151687070768
2026-01-06T18:28:34.966966,10,2,128,1,10,0.001,cuda,PUC,PUC,camera1,1.803637127295588e-05,100.0,3.275598851359973e-05,100.0,2.483093807728667,69.13294797687861
2026-01-06T18:28:35.503829,10,2,128,1,10,0.001,cuda,PUC,PUC,camera2,1.803637127295588e-05,100.0,3.275598851359973e-05,100.0,6.903010198048183,59.63718820861678
2026-01-06T18:28:37.225356,10,2,128,1,10,0.001,cuda,PUC,PUC,camera3,1.803637127295588e-05,100.0,3.275598851359973e-05,100.0,3.596137994936868,73.3026113671275
2026-01-06T18:28:40.532437,10,2,128,1,10,0.001,cuda,PUC,PUC,camera4,1.803637127295588e-05,100.0,3.275598851359973e-05,100.0,3.30749230109044,75.706920793626
2026-01-06T18:28:45.188518,10,2,128,1,10,0.001,cuda,PUC,PUC,camera5,1.803637127295588e-05,100.0,3.275598851359973e-05,100.0,3.2416834697388768,75.9332454984629
2026-01-06T18:28:49.795558,10,2,128,1,10,0.001,cuda,PUC,PUC,camera6,1.803637127295588e-05,100.0,3.275598851359973e-05,100.0,5.073362932873828,74.78080295339178
2026-01-06T18:28:54.441242,10,2,128,1,10,0.001,cuda,PUC,PUC,camera7,1.803637127295588e-05,100.0,3.275598851359973e-05,100.0,3.025244669235767,73.50266193433896
2026-01-06T18:28:59.771615,10,2,128,1,10,0.001,cuda,PUC,PUC,camera8,1.803637127295588e-05,100.0,3.275598851359973e-05,100.0,2.9756773678976813,77.7488425925926
2026-01-06T18:29:02.488312,10,2,128,1,10,0.001,cuda,PUC,PUC,camera9,1.803637127295588e-05,100.0,3.275598851359973e-05,100.0,7.5166842906903,63.2223113964687
2026-01-06T18:33:45.833744,10,2,128,1,10,0.001,cuda,PUC,PUC,PKLot,1.803637127295588e-05,100.0,3.275598851359973e-05,100.0,1.3074841837355262,85.87519063488477
2026-01-06T18:34:15.359930,10,2,128,1,10,0.001,cuda,PUC,PUC,CNR,1.803637127295588e-05,100.0,3.275598851359973e-05,100.0,3.8042044351222337,73.51584180329264
2026-01-06T18:41:19.636025,3,2,1024,1,5,0.001,cuda,PUC,PUC,PUC,0.0048091100417289,99.8046875,0.0001342183867571,100.0,0.2108212414805268,97.47438832616436
2026-01-06T18:41:54.920952,3,2,1024,1,5,0.001,cuda,PUC,PUC,UFPR04,0.0048091100417289,99.8046875,0.0001342183867571,100.0,1.172139922237826,91.72361252193186
2026-01-06T18:42:52.081645,3,2,1024,1,5,0.001,cuda,PUC,PUC,UFPR05,0.0048091100417289,99.8046875,0.0001342183867571,100.0,2.637879689811892,68.70558375634518
2026-01-06T18:42:55.187264,3,2,1024,1,5,0.001,cuda,PUC,PUC,camera1,0.0048091100417289,99.8046875,0.0001342183867571,100.0,2.942982778658992,66.25928984310487
2026-01-06T18:42:55.700988,3,2,1024,1,5,0.001,cuda,PUC,PUC,camera2,0.0048091100417289,99.8046875,0.0001342183867571,100.0,3.2423964012414217,74.14965986394557
2026-01-06T18:42:57.461857,3,2,1024,1,5,0.001,cuda,PUC,PUC,camera3,0.0048091100417289,99.8046875,0.0001342183867571,100.0,2.970227341587637,78.03379416282642
2026-01-06T18:43:00.805193,3,2,1024,1,5,0.001,cuda,PUC,PUC,camera4,0.0048091100417289,99.8046875,0.0001342183867571,100.0,2.34144185480444,84.43993126074051
2026-01-06T18:43:05.441095,3,2,1024,1,5,0.001,cuda,PUC,PUC,camera5,0.0048091100417289,99.8046875,0.0001342183867571,100.0,2.1185853496978155,81.70838823012735
2026-01-06T18:43:09.819248,3,2,1024,1,5,0.001,cuda,PUC,PUC,camera6,0.0048091100417289,99.8046875,0.0001342183867571,100.0,2.2184411042345844,83.94093216428242
2026-01-06T18:43:14.433908,3,2,1024,1,5,0.001,cuda,PUC,PUC,camera7,0.0048091100417289,99.8046875,0.0001342183867571,100.0,2.151000580462257,79.8136645962733
2026-01-06T18:43:19.779537,3,2,1024,1,5,0.001,cuda,PUC,PUC,camera8,0.0048091100417289,99.8046875,0.0001342183867571,100.0,2.81002785516098,82.98611111111111
2026-01-06T18:43:22.355878,3,2,1024,1,5,0.001,cuda,PUC,PUC,camera9,0.0048091100417289,99.8046875,0.0001342183867571,100.0,3.806766436936764,78.45104333868379
2026-01-06T18:47:05.485428,3,2,1024,1,5,0.001,cuda,PUC,PUC,PKLot,0.0048091100417289,99.8046875,0.0001342183867571,100.0,0.9318691649205846,89.79238448938094
2026-01-06T18:47:36.330499,3,2,1024,1,5,0.001,cuda,PUC,PUC,CNR,0.0048091100417289,99.8046875,0.0001342183867571,100.0,2.5812039829766245,80.08410371656707
2026-01-06T19:02:30.203341,3,2,64,3,3,0.001,cuda,PUC,PUC,PUC,1.6443519592285156,79.6875,0.5003224406391382,92.1875,1.2626095726709092,82.77398131446279
2026-01-06T19:02:48.753570,3,2,64,3,3,0.001,cuda,PUC,PUC,UFPR04,1.6443519592285156,79.6875,0.5003224406391382,92.1875,0.4601932670728494,85.42340012928248
2026-01-06T19:03:17.467045,3,2,64,3,3,0.001,cuda,PUC,PUC,UFPR05,1.6443519592285156,79.6875,0.5003224406391382,92.1875,5.786344149757861,56.30934607345476
2026-01-06T19:03:18.869149,3,2,64,3,3,0.001,cuda,PUC,PUC,camera1,1.6443519592285156,79.6875,0.5003224406391382,92.1875,4.395872486265082,54.64905037159373
2026-01-06T19:03:19.152557,3,2,64,3,3,0.001,cuda,PUC,PUC,camera2,1.6443519592285156,79.6875,0.5003224406391382,92.1875,7.200369460242135,50.45351473922903
2026-01-06T19:03:19.934293,3,2,64,3,3,0.001,cuda,PUC,PUC,camera3,1.6443519592285156,79.6875,0.5003224406391382,92.1875,5.4329995103910855,49.21658986175115
2026-01-06T19:03:21.436847,3,2,64,3,3,0.001,cuda,PUC,PUC,camera4,1.6443519592285156,79.6875,0.5003224406391382,92.1875,3.739856410382399,53.52288704889861
2026-01-06T19:03:23.472058,3,2,64,3,3,0.001,cuda,PUC,PUC,camera5,1.6443519592285156,79.6875,0.5003224406391382,92.1875,5.48478932924438,52.37154150197628
2026-01-06T19:03:25.411296,3,2,64,3,3,0.001,cuda,PUC,PUC,camera6,1.6443519592285156,79.6875,0.5003224406391382,92.1875,5.163107172149574,50.74988463313336
2026-01-06T19:03:27.459179,3,2,64,3,3,0.001,cuda,PUC,PUC,camera7,1.6443519592285156,79.6875,0.5003224406391382,92.1875,4.61548554981854,46.78349600709849
2026-01-06T19:03:29.800500,3,2,64,3,3,0.001,cuda,PUC,PUC,camera8,1.6443519592285156,79.6875,0.5003224406391382,92.1875,5.348501451957373,49.89390432098765
2026-01-06T19:03:30.945960,3,2,64,3,3,0.001,cuda,PUC,PUC,camera9,1.6443519592285156,79.6875,0.5003224406391382,92.1875,5.78667902870056,52.50802568218298
2026-01-06T19:05:30.459151,3,2,64,3,3,0.001,cuda,PUC,PUC,PKLot,1.6443519592285156,79.6875,0.5003224406391382,92.1875,2.209795809448753,76.9213525192047
2026-01-06T19:05:43.138737,3,2,64,3,3,0.001,cuda,PUC,PUC,CNR,1.6443519592285156,79.6875,0.5003224406391382,92.1875,5.026420123664122,51.00532883872176
2026-01-06T19:06:57.778356,3,2,64,3,3,0.001,cuda,PUC,PUC,PUC,1.6594120264053345,82.8125,0.4308579880744219,92.1875,1.40019911185092,82.39558762314417
2026-01-06T19:07:15.972926,3,2,64,3,3,0.001,cuda,PUC,PUC,UFPR04,1.6594120264053345,82.8125,0.4308579880744219,92.1875,0.7274814709000278,83.96435497275833
2026-01-06T19:07:44.060587,3,2,64,3,3,0.001,cuda,PUC,PUC,UFPR05,1.6594120264053345,82.8125,0.4308579880744219,92.1875,6.126514438601134,56.35338907136459
2026-01-06T19:07:45.429859,3,2,64,3,3,0.001,cuda,PUC,PUC,camera1,1.6594120264053345,82.8125,0.4308579880744219,92.1875,5.0805668523437095,54.40132122213047
2026-01-06T19:07:45.704732,3,2,64,3,3,0.001,cuda,PUC,PUC,camera2,1.6594120264053345,82.8125,0.4308579880744219,92.1875,7.37227509702955,50.45351473922903
2026-01-06T19:07:46.477377,3,2,64,3,3,0.001,cuda,PUC,PUC,camera3,1.6594120264053345,82.8125,0.4308579880744219,92.1875,6.076443071458854,50.07680491551459
2026-01-06T19:07:47.886047,3,2,64,3,3,0.001,cuda,PUC,PUC,camera4,1.6594120264053345,82.8125,0.4308579880744219,92.1875,4.802474629226609,54.96016247461334
2026-01-06T19:07:49.855575,3,2,64,3,3,0.001,cuda,PUC,PUC,camera5,1.6594120264053345,82.8125,0.4308579880744219,92.1875,5.740568534114905,52.73386034255599
2026-01-06T19:07:51.740824,3,2,64,3,3,0.001,cuda,PUC,PUC,camera6,1.6594120264053345,82.8125,0.4308579880744219,92.1875,5.3723404697826425,51.75357637286572
2026-01-06T19:07:53.692222,3,2,64,3,3,0.001,cuda,PUC,PUC,camera7,1.6594120264053345,82.8125,0.4308579880744219,92.1875,4.983140034878508,47.23824312333629
2026-01-06T19:07:55.940431,3,2,64,3,3,0.001,cuda,PUC,PUC,camera8,1.6594120264053345,82.8125,0.4308579880744219,92.1875,5.763277698814133,51.610725308641975
2026-01-06T19:07:57.091708,3,2,64,3,3,0.001,cuda,PUC,PUC,camera9,1.6594120264053345,82.8125,0.4308579880744219,92.1875,5.726687250993191,53.51123595505618
2026-01-06T19:09:55.581156,3,2,64,3,3,0.001,cuda,PUC,PUC,PKLot,1.6594120264053345,82.8125,0.4308579880744219,92.1875,2.41513460049458,76.47759687076366
2026-01-06T19:10:08.231415,3,2,64,3,3,0.001,cuda,PUC,PUC,CNR,1.6594120264053345,82.8125,0.4308579880744219,92.1875,5.446731188912797,51.84636600439247
2026-01-06T21:23:32.880114,3,2,64,3,3,0.001,cuda,PUC,PUC,PUC,1.9313074052333832,75.0,0.9458619356155396,76.5625,1.746795340681945,68.95899819619814
2026-01-06T21:23:51.135652,3,2,64,3,3,0.001,cuda,PUC,PUC,UFPR04,1.9313074052333832,75.0,0.9458619356155396,76.5625,1.9690335433011217,50.30589158740419
2026-01-06T21:24:19.431367,3,2,64,3,3,0.001,cuda,PUC,PUC,UFPR05,1.9313074052333832,75.0,0.9458619356155396,76.5625,6.039893507359562,56.16601970737533
2026-01-06T21:24:20.802036,3,2,64,3,3,0.001,cuda,PUC,PUC,camera1,1.9313074052333832,75.0,0.9458619356155396,76.5625,4.347206592559815,54.96284062758051
2026-01-06T21:24:21.072544,3,2,64,3,3,0.001,cuda,PUC,PUC,camera2,1.9313074052333832,75.0,0.9458619356155396,76.5625,6.521049797534943,50.34013605442177
2026-01-06T21:24:21.833592,3,2,64,3,3,0.001,cuda,PUC,PUC,camera3,1.9313074052333832,75.0,0.9458619356155396,76.5625,5.652729955374026,48.72503840245776
2026-01-06T21:24:23.254955,3,2,64,3,3,0.001,cuda,PUC,PUC,camera4,1.9313074052333832,75.0,0.9458619356155396,76.5625,4.829791204253239,51.92938603343227
2026-01-06T21:24:25.253949,3,2,64,3,3,0.001,cuda,PUC,PUC,camera5,1.9313074052333832,75.0,0.9458619356155396,76.5625,5.26346124933477,51.987263943785685
2026-01-06T21:24:27.154276,3,2,64,3,3,0.001,cuda,PUC,PUC,camera6,1.9313074052333832,75.0,0.9458619356155396,76.5625,5.603429826863137,49.53853253345639
2026-01-06T21:24:29.150276,3,2,64,3,3,0.001,cuda,PUC,PUC,camera7,1.9313074052333832,75.0,0.9458619356155396,76.5625,4.778547922770183,45.66326530612245
2026-01-06T21:24:31.429245,3,2,64,3,3,0.001,cuda,PUC,PUC,camera8,1.9313074052333832,75.0,0.9458619356155396,76.5625,5.5576665320514165,49.18016975308642
2026-01-06T21:24:32.554690,3,2,64,3,3,0.001,cuda,PUC,PUC,camera9,1.9313074052333832,75.0,0.9458619356155396,76.5625,5.549914528162051,51.58507223113965
2026-01-06T21:26:31.723746,3,2,64,3,3,0.001,cuda,PUC,PUC,PKLot,1.9313074052333832,75.0,0.9458619356155396,76.5625,2.796129381799228,63.0816129123362
2026-01-06T21:26:44.315921,3,2,64,3,3,0.001,cuda,PUC,PUC,CNR,1.9313074052333832,75.0,0.9458619356155396,76.5625,5.21224035085676,50.22047431772137
2026-01-06T21:27:59.407898,3,2,64,3,3,0.001,cuda,PUC,PUC,PUC,1.8112013339996336,70.3125,0.8727305382490158,75.0,1.8477991812490049,68.1469982887008
2026-01-06T21:28:17.795780,3,2,64,3,3,0.001,cuda,PUC,PUC,UFPR04,1.8112013339996336,70.3125,0.8727305382490158,75.0,2.628549354775441,52.93194200757226
2026-01-06T21:28:46.055915,3,2,64,3,3,0.001,cuda,PUC,PUC,UFPR05,1.8112013339996336,70.3125,0.8727305382490158,75.0,5.484658459276637,56.26978202448492
2026-01-06T21:28:47.413594,3,2,64,3,3,0.001,cuda,PUC,PUC,camera1,1.8112013339996336,70.3125,0.8727305382490158,75.0,4.437844064988588,54.74814203137903
2026-01-06T21:28:47.687724,3,2,64,3,3,0.001,cuda,PUC,PUC,camera2,1.8112013339996336,70.3125,0.8727305382490158,75.0,5.751234991209848,50.45351473922903
2026-01-06T21:28:48.453649,3,2,64,3,3,0.001,cuda,PUC,PUC,camera3,1.8112013339996336,70.3125,0.8727305382490158,75.0,4.942421347487207,48.663594470046085
2026-01-06T21:28:49.866070,3,2,64,3,3,0.001,cuda,PUC,PUC,camera4,1.8112013339996336,70.3125,0.8727305382490158,75.0,3.712143219525541,52.5074207155132
2026-01-06T21:28:51.827288,3,2,64,3,3,0.001,cuda,PUC,PUC,camera5,1.8112013339996336,70.3125,0.8727305382490158,75.0,4.6113813684697735,52.2068511198946
2026-01-06T21:28:53.717088,3,2,64,3,3,0.001,cuda,PUC,PUC,camera6,1.8112013339996336,70.3125,0.8727305382490158,75.0,4.372670368514817,50.42685740655284
2026-01-06T21:28:55.693940,3,2,64,3,3,0.001,cuda,PUC,PUC,camera7,1.8112013339996336,70.3125,0.8727305382490158,75.0,4.306889442687339,46.30656610470275
2026-01-06T21:28:57.966245,3,2,64,3,3,0.001,cuda,PUC,PUC,camera8,1.8112013339996336,70.3125,0.8727305382490158,75.0,4.701911000557888,49.74922839506173
2026-01-06T21:28:59.069005,3,2,64,3,3,0.001,cuda,PUC,PUC,camera9,1.8112013339996336,70.3125,0.8727305382490158,75.0,4.449229238889156,51.56500802568218
2026-01-06T21:30:58.235650,3,2,64,3,3,0.001,cuda,PUC,PUC,PKLot,1.8112013339996336,70.3125,0.8727305382490158,75.0,2.8273981914548747,63.01188996836873
2026-01-06T21:31:10.879451,3,2,64,3,3,0.001,cuda,PUC,PUC,CNR,1.8112013339996336,70.3125,0.8727305382490158,75.0,4.450630529254091,50.62226535233328
2026-01-07T17:27:32.911389,3,2,64,3,3,0.001,cuda,PUC,PUC,PUC,2.9017903208732605,75.0,2.343251347541809,59.375,3.09707908438066,55.0032375930808
2026-01-07T17:27:49.501461,3,2,64,3,3,0.001,cuda,PUC,PUC,UFPR04,2.9017903208732605,75.0,2.343251347541809,59.375,4.10546152973809,45.42894080709207
2026-01-07T17:28:15.239410,3,2,64,3,3,0.001,cuda,PUC,PUC,UFPR05,2.9017903208732605,75.0,2.343251347541809,59.375,7.339057599384972,56.13541355628546
2026-01-07T17:28:16.512803,3,2,64,3,3,0.001,cuda,PUC,PUC,camera1,2.9017903208732605,75.0,2.343251347541809,59.375,5.744787038627424,54.9793559042114
2026-01-07T17:28:16.777873,3,2,64,3,3,0.001,cuda,PUC,PUC,camera2,2.9017903208732605,75.0,2.343251347541809,59.375,8.807500396456037,50.22675736961451
2026-01-07T17:28:17.480475,3,2,64,3,3,0.001,cuda,PUC,PUC,camera3,2.9017903208732605,75.0,2.343251347541809,59.375,7.274633372531218,48.29493087557604
2026-01-07T17:28:18.777647,3,2,64,3,3,0.001,cuda,PUC,PUC,camera4,2.9017903208732605,75.0,2.343251347541809,59.375,5.524936596552531,51.75753788470551
2026-01-07T17:28:20.651993,3,2,64,3,3,0.001,cuda,PUC,PUC,camera5,2.9017903208732605,75.0,2.343251347541809,59.375,6.7181719093992,52.14097496706192
2026-01-07T17:28:22.412788,3,2,64,3,3,0.001,cuda,PUC,PUC,camera6,2.9017903208732605,75.0,2.343251347541809,59.375,6.668377866604232,49.4116289801569
2026-01-07T17:28:24.245698,3,2,64,3,3,0.001,cuda,PUC,PUC,camera7,2.9017903208732605,75.0,2.343251347541809,59.375,6.170958501227359,45.74090505767524
2026-01-07T17:28:26.298497,3,2,64,3,3,0.001,cuda,PUC,PUC,camera8,2.9017903208732605,75.0,2.343251347541809,59.375,7.078628332526596,48.717206790123456
2026-01-07T17:28:27.329649,3,2,64,3,3,0.001,cuda,PUC,PUC,camera9,2.9017903208732605,75.0,2.343251347541809,59.375,6.937447450099847,51.40449438202247
2026-01-07T17:30:15.395772,3,2,64,3,3,0.001,cuda,PUC,PUC,PKLot,2.9017903208732605,75.0,2.343251347541809,59.375,4.254651426737038,53.80687274062359
2026-01-07T17:30:26.773905,3,2,64,3,3,0.001,cuda,PUC,PUC,CNR,2.9017903208732605,75.0,2.343251347541809,59.375,6.540313899517059,50.097894002077055
2026-01-07T17:31:35.372604,3,2,64,3,3,0.001,cuda,PUC,PUC,PUC,1.2220270931720734,75.0,0.4973787665367126,84.375,0.8783756831111084,72.30181305212525
2026-01-07T17:31:52.046462,3,2,64,3,3,0.001,cuda,PUC,PUC,UFPR04,1.2220270931720734,75.0,0.4973787665367126,84.375,1.4894115311510454,49.44016067965648
2026-01-07T17:32:17.681315,3,2,64,3,3,0.001,cuda,PUC,PUC,UFPR05,1.2220270931720734,75.0,0.4973787665367126,84.375,2.550790652686097,56.28023290534488
2026-01-07T17:32:18.943153,3,2,64,3,3,0.001,cuda,PUC,PUC,camera1,1.2220270931720734,75.0,0.4973787665367126,84.375,2.0152343078663475,55.29314616019818
2026-01-07T17:32:19.213807,3,2,64,3,3,0.001,cuda,PUC,PUC,camera2,1.2220270931720734,75.0,0.4973787665367126,84.375,8.113389679363795,50.79365079365079
2026-01-07T17:32:19.917068,3,2,64,3,3,0.001,cuda,PUC,PUC,camera3,1.2220270931720734,75.0,0.4973787665367126,84.375,3.1078799764315286,50.9062980030722
2026-01-07T17:32:21.202640,3,2,64,3,3,0.001,cuda,PUC,PUC,camera4,1.2220270931720734,75.0,0.4973787665367126,84.375,3.5662465633741065,58.28776753632245
2026-01-07T17:32:23.010901,3,2,64,3,3,0.001,cuda,PUC,PUC,camera5,1.2220270931720734,75.0,0.4973787665367126,84.375,3.060989333453932,53.90865173473869
2026-01-07T17:32:24.772194,3,2,64,3,3,0.001,cuda,PUC,PUC,camera6,1.2220270931720734,75.0,0.4973787665367126,84.375,4.975808630790218,52.31887401938163
2026-01-07T17:32:26.600010,3,2,64,3,3,0.001,cuda,PUC,PUC,camera7,1.2220270931720734,75.0,0.4973787665367126,84.375,2.7198780529887965,47.33806566104703
2026-01-07T17:32:28.644034,3,2,64,3,3,0.001,cuda,PUC,PUC,camera8,1.2220270931720734,75.0,0.4973787665367126,84.375,3.889867048572611,53.057484567901234
2026-01-07T17:32:29.677069,3,2,64,3,3,0.001,cuda,PUC,PUC,camera9,1.2220270931720734,75.0,0.4973787665367126,84.375,7.50045693684847,56.60112359550562
2026-01-07T17:34:18.536377,3,2,64,3,3,0.001,cuda,PUC,PUC,PKLot,1.2220270931720734,75.0,0.4973787665367126,84.375,1.3673879297469544,65.01743956168097
2026-01-07T17:34:29.874320,3,2,64,3,3,0.001,cuda,PUC,PUC,CNR,1.2220270931720734,75.0,0.4973787665367126,84.375,3.8446001048668537,53.15048436249723
2026-01-07T17:35:38.211671,3,2,64,3,3,0.001,cuda,UFPR04,UFPR04,PUC,1.2649486362934113,67.1875,0.9742125570774078,54.6875,2.3969939368889914,49.23916562601175
2026-01-07T17:35:54.692354,3,2,64,3,3,0.001,cuda,UFPR04,UFPR04,UFPR04,1.2649486362934113,67.1875,0.9742125570774078,54.6875,1.641686670801312,46.22195031858897
2026-01-07T17:36:20.284892,3,2,64,3,3,0.001,cuda,UFPR04,UFPR04,UFPR05,1.2649486362934113,67.1875,0.9742125570774078,54.6875,1.9179750855452464,54.896984174380414
2026-01-07T17:36:21.558169,3,2,64,3,3,0.001,cuda,UFPR04,UFPR04,camera1,1.2649486362934113,67.1875,0.9742125570774078,54.6875,1.4768594641434518,43.45169281585466
2026-01-07T17:36:21.818525,3,2,64,3,3,0.001,cuda,UFPR04,UFPR04,camera2,1.2649486362934113,67.1875,0.9742125570774078,54.6875,1.89654392855508,33.44671201814059
2026-01-07T17:36:22.549520,3,2,64,3,3,0.001,cuda,UFPR04,UFPR04,camera3,1.2649486362934113,67.1875,0.9742125570774078,54.6875,1.854759246110916,39.723502304147466
2026-01-07T17:36:23.836422,3,2,64,3,3,0.001,cuda,UFPR04,UFPR04,camera4,1.2649486362934113,67.1875,0.9742125570774078,54.6875,2.0561114072206603,39.11888767380097
2026-01-07T17:36:25.686698,3,2,64,3,3,0.001,cuda,UFPR04,UFPR04,camera5,1.2649486362934113,67.1875,0.9742125570774078,54.6875,1.865761687881068,43.34650856389987
2026-01-07T17:36:27.441375,3,2,64,3,3,0.001,cuda,UFPR04,UFPR04,camera6,1.2649486362934113,67.1875,0.9742125570774078,54.6875,1.9706718587347505,44.3470235348408
2026-01-07T17:36:29.268915,3,2,64,3,3,0.001,cuda,UFPR04,UFPR04,camera7,1.2649486362934113,67.1875,0.9742125570774078,54.6875,1.7950634423722611,40.2284826974268
2026-01-07T17:36:31.358725,3,2,64,3,3,0.001,cuda,UFPR04,UFPR04,camera8,1.2649486362934113,67.1875,0.9742125570774078,54.6875,2.0794046887277085,41.73418209876543
2026-01-07T17:36:32.393239,3,2,64,3,3,0.001,cuda,UFPR04,UFPR04,camera9,1.2649486362934113,67.1875,0.9742125570774078,54.6875,2.100673946814659,44.84349919743178
